Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
1985;01;01;00;00;0.31;93.71;1013.71;9.80;0.00;100.00;13.04;81.83;100.00;0.00;987.01;25.18;253.01;31.53;245.98;55.68;262.10;33.12;1.28;-2.63;98.00;86.00;1029.20;1005.30;100.00;100.00;35.00;0.00;100.00;0.00;100.00;100.00;39.42;9.73;51.03;10.12;74.90;12.91;42.84;12.60
1985;01;02;00;00;0.55;95.12;1007.28;10.80;0.00;100.00;10.96;95.42;100.00;0.00;974.55;24.52;285.38;31.78;290.81;44.92;297.29;29.71;1.28;-0.76;98.00;91.00;1010.50;1005.30;100.00;100.00;35.00;0.00;100.00;37.00;100.00;100.00;39.42;9.79;49.79;13.79;73.56;18.89;42.84;12.96
1985;01;03;00;00;-1.79;89.83;1012.46;2.00;0.00;96.92;1.21;60.08;96.92;28.72;992.35;12.68;284.66;13.80;286.01;24.45;297.12;15.97;-0.80;-2.78;95.00;83.00;1013.80;1010.50;100.00;78.00;6.00;0.00;100.00;0.00;100.00;78.00;20.39;8.70;21.50;10.65;53.34;13.78;28.80;10.08
1985;01;04;00;00;-4.38;91.83;1007.43;14.50;0.00;87.75;26.42;83.17;87.71;0.00;616.77;14.40;239.94;15.35;225.62;36.19;242.49;24.43;-0.31;-13.68;100.00;71.00;1011.90;1002.20;100.00;9.00;100.00;0.00;100.00;5.00;100.00;9.00;23.61;3.10;25.82;6.81;67.73;8.78;35.28;5.76
1985;01;05;00;00;-11.94;91.92;1012.48;0.00;0.00;65.29;0.00;0.50;65.29;210.55;1764.87;4.09;112.23;4.71;98.36;7.92;94.87;9.31;-7.69;-17.11;100.00;80.00;1014.30;1011.10;100.00;35.00;0.00;0.00;3.00;0.00;100.00;35.00;7.39;0.66;10.19;0.41;17.04;0.90;17.64;2.52
1985;01;06;00;00;-9.26;88.21;1014.82;0.00;0.00;69.54;0.00;0.00;69.54;226.79;1683.88;2.90;78.40;3.88;152.12;7.01;165.04;6.70;-5.97;-13.67;98.00;81.00;1016.40;1012.80;100.00;50.00;0.00;0.00;0.00;0.00;100.00;50.00;6.20;0.64;9.04;0.59;14.59;1.38;12.60;3.60
1985;01;07;00;00;-10.94;82.67;1010.83;0.00;0.00;84.08;8.21;73.58;37.29;0.00;1923.29;6.95;107.09;7.30;101.92;9.03;125.75;9.72;-5.99;-18.36;88.00;75.00;1012.70;1008.80;100.00;50.00;22.00;0.00;100.00;0.00;100.00;0.00;8.98;5.47;9.93;4.19;11.85;6.42;13.32;7.92
1985;01;08;00;00;-8.24;87.50;1015.80;0.00;0.00;86.58;6.38;43.21;83.62;141.57;1471.17;8.34;60.30;8.71;70.76;10.27;34.31;13.92;-6.31;-12.98;93.00;82.00;1020.70;1011.50;100.00;55.00;19.00;0.00;100.00;0.00;100.00;55.00;10.84;3.87;10.49;6.66;14.38;5.69;20.52;6.12
1985;01;09;00;00;-12.42;90.00;1021.55;0.80;0.00;57.67;0.00;16.67;57.67;308.57;1991.82;6.04;214.43;7.15;219.61;8.96;250.98;9.31;-5.72;-17.60;100.00;77.00;1023.40;1018.50;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;11.12;2.85;11.65;4.06;25.33;2.96;23.04;2.52
1985;01;10;00;00;-3.96;90.08;1020.70;1.30;0.00;97.88;1.62;10.67;97.88;0.00;1648.28;9.52;253.44;8.17;252.61;21.57;273.27;14.25;-1.51;-5.54;100.00;86.00;1025.30;1018.30;100.00;86.00;19.00;0.00;47.00;0.00;100.00;86.00;12.40;3.20;12.32;2.72;33.83;9.47;24.84;1.44
1985;01;11;00;00;-5.95;95.33;1027.91;0.00;0.00;81.92;0.54;0.00;81.92;100.72;1929.52;3.77;133.83;3.92;133.65;7.09;148.75;6.07;-1.85;-10.19;100.00;89.00;1029.60;1025.90;100.00;57.00;5.00;0.00;0.00;0.00;100.00;57.00;6.65;1.54;5.77;2.44;10.78;4.39;14.04;1.44
1985;01;12;00;00;-5.64;91.21;1026.25;1.10;0.00;97.46;5.92;45.54;97.33;31.28;1705.24;7.12;203.00;6.42;199.47;14.98;233.59;11.19;-1.69;-9.61;96.00;86.00;1029.90;1020.90;100.00;65.00;22.00;0.00;100.00;0.00;100.00;65.00;11.90;1.02;9.74;0.45;29.99;3.50;23.40;5.04
1985;01;13;00;00;-3.63;90.08;1019.61;2.20;0.00;100.00;4.42;32.25;98.67;0.00;1540.59;11.89;121.09;11.04;120.99;19.29;118.82;15.03;-1.98;-7.51;94.00;86.00;1020.60;1018.80;100.00;100.00;30.00;0.00;100.00;0.00;100.00;79.00;18.95;5.69;18.21;4.11;40.81;5.92;28.80;5.76
1985;01;14;00;00;-8.69;87.67;1018.54;0.10;0.00;99.38;13.83;98.12;92.96;1.28;1836.96;11.60;36.96;9.96;52.03;26.17;59.67;21.57;-6.31;-11.73;90.00;83.00;1019.60;1017.60;100.00;92.00;31.00;0.00;100.00;76.00;100.00;66.00;14.30;5.92;13.82;5.03;59.88;1.94;30.60;7.92
1985;01;15;00;00;-6.62;91.92;1021.39;0.20;0.00;89.62;12.12;73.67;83.67;0.00;1811.15;5.09;125.92;4.81;132.34;5.16;157.99;6.68;-2.83;-10.93;100.00;85.00;1023.40;1018.70;100.00;57.00;100.00;0.00;100.00;4.00;100.00;56.00;8.12;2.54;8.03;1.59;9.32;1.73;14.04;3.24
1985;01;16;00;00;-4.01;92.71;1023.71;0.00;0.00;100.00;55.00;96.71;100.00;0.00;1634.93;4.93;155.48;5.16;148.51;4.91;151.71;5.89;-1.74;-6.21;94.00;91.00;1026.10;1018.50;100.00;100.00;100.00;19.00;100.00;66.00;100.00;100.00;7.54;1.82;8.21;1.76;8.64;1.94;11.16;1.80
1985;01;17;00;00;-1.78;92.62;1014.18;0.00;0.00;100.00;37.58;32.67;100.00;0.00;1846.75;4.02;182.77;4.43;200.47;5.34;171.63;6.28;-0.17;-2.59;100.00;81.00;1018.10;1010.00;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;6.97;0.57;7.75;0.87;8.82;0.42;10.08;2.16
1985;01;18;00;00;0.68;94.71;1003.64;0.90;0.00;98.33;83.12;90.08;92.71;17.87;1965.12;3.96;116.73;5.04;132.32;6.32;146.03;6.48;2.57;-2.44;99.00;89.00;1009.40;999.80;100.00;73.00;100.00;28.00;100.00;5.00;100.00;23.00;7.06;0.18;8.00;1.79;11.61;1.37;10.08;1.44
1985;01;19;00;00;1.79;97.79;1004.11;3.00;0.00;98.92;50.79;72.42;98.92;0.00;1500.54;6.20;220.61;5.86;213.66;13.58;248.22;12.75;2.54;-1.39;100.00;93.00;1009.70;999.80;100.00;87.00;100.00;0.00;100.00;0.00;100.00;87.00;10.45;1.72;8.74;3.23;23.88;4.00;21.60;5.04
1985;01;20;00;00;-0.20;94.62;1007.92;0.80;0.00;98.96;80.42;66.17;97.75;0.00;1415.99;5.07;192.75;5.89;175.94;11.80;226.45;10.54;2.08;-3.31;100.00;87.00;1009.90;1006.20;100.00;88.00;100.00;20.00;100.00;0.00;100.00;71.00;7.13;2.93;9.08;4.18;25.34;7.40;14.76;6.48
1985;01;21;00;00;1.19;97.08;1002.44;2.00;0.00;91.46;67.67;76.75;84.42;75.77;1116.06;8.07;134.90;10.39;130.46;17.77;189.45;13.56;2.89;-1.68;100.00;90.00;1007.30;999.00;100.00;22.00;100.00;14.00;100.00;0.00;100.00;6.00;9.50;7.08;11.92;8.61;26.41;11.65;15.84;12.24
1985;01;22;00;00;2.98;99.88;1000.33;6.00;0.00;96.21;76.54;81.12;92.17;0.00;807.23;8.80;160.34;14.26;170.05;32.11;228.41;23.10;3.65;2.33;100.00;99.00;1002.40;998.50;100.00;56.00;100.00;5.00;100.00;6.00;100.00;29.00;11.16;7.58;20.53;9.48;58.10;16.53;41.40;12.60
1985;01;23;00;00;3.81;99.88;1001.60;28.90;0.00;100.00;94.62;95.96;100.00;0.00;340.87;8.04;199.42;12.32;214.71;24.02;259.22;15.26;4.46;2.29;100.00;97.00;1007.10;999.30;100.00;100.00;100.00;33.00;100.00;46.00;100.00;100.00;12.58;4.46;21.26;8.19;34.88;15.62;21.24;6.84
1985;01;24;00;00;1.46;91.58;1014.65;3.20;0.00;77.58;25.21;48.92;65.42;147.63;1132.97;25.00;248.76;30.73;252.56;52.31;265.91;33.49;2.33;-2.32;98.00;85.00;1018.80;1008.20;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;35.10;8.10;44.30;14.80;74.10;34.19;43.56;15.48
1985;01;25;00;00;0.19;90.67;1010.27;0.10;0.00;61.59;58.42;60.58;39.83;278.30;2313.11;8.60;178.15;13.92;190.22;31.65;241.27;24.41;4.37;-5.28;100.00;84.00;1018.10;1001.90;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;11.21;7.12;20.31;10.39;49.51;21.60;35.64;14.04
1985;01;26;00;00;4.74;95.12;998.77;11.00;0.00;93.38;67.67;71.42;86.04;93.83;1754.19;13.18;197.48;19.18;200.83;39.29;231.82;34.35;8.65;2.41;100.00;79.00;1001.20;996.30;100.00;20.00;100.00;0.00;100.00;0.00;100.00;4.00;22.84;7.89;37.82;9.17;70.33;20.49;51.48;14.04
1985;01;27;00;00;2.89;89.17;1011.26;1.60;0.00;91.38;9.79;38.54;75.71;107.61;1301.18;9.03;224.98;11.66;229.59;24.04;247.24;17.02;3.84;0.76;100.00;71.00;1019.40;1000.90;100.00;40.00;73.00;0.00;100.00;0.00;100.00;7.00;12.69;4.86;20.44;5.56;55.11;3.05;32.04;7.20
1985;01;28;00;00;3.18;91.83;1015.30;2.40;0.00;100.00;66.12;83.62;93.54;0.00;1207.73;8.35;169.88;9.96;175.73;27.59;218.77;19.17;6.87;0.89;99.00;76.00;1018.70;1012.00;100.00;100.00;100.00;0.00;100.00;0.00;100.00;18.00;16.86;3.73;19.60;3.30;54.07;5.44;35.28;5.76
1985;01;29;00;00;5.18;89.46;1022.12;1.30;0.00;74.21;8.42;19.75;73.62;179.60;2095.95;8.02;203.69;12.09;209.42;25.40;249.92;15.39;8.68;1.61;100.00;67.00;1026.70;1017.80;100.00;3.00;100.00;0.00;100.00;0.00;100.00;0.00;10.94;4.77;18.24;9.02;49.24;11.21;22.32;8.28
1985;01;30;00;00;4.47;96.79;1026.85;1.90;0.00;100.00;48.67;36.88;97.62;0.00;555.36;10.20;222.30;14.42;223.41;43.93;273.10;19.54;6.93;0.43;100.00;93.00;1030.60;1023.60;100.00;100.00;100.00;0.00;100.00;0.00;100.00;43.00;16.06;4.68;27.89;3.35;81.21;10.84;34.56;5.04
1985;01;31;00;00;7.22;93.62;1026.66;2.80;0.00;87.00;68.50;59.58;82.29;180.00;2056.79;14.82;229.61;19.97;224.85;45.01;257.89;25.12;11.11;5.28;100.00;72.00;1030.10;1023.30;100.00;10.00;100.00;16.00;100.00;0.00;100.00;4.00;27.91;5.39;39.89;6.77;80.17;11.26;44.64;7.92
1985;02;01;00;00;7.65;96.17;1024.59;3.80;0.00;100.00;61.21;55.17;100.00;0.00;740.48;24.43;247.65;34.98;249.17;75.22;264.81;38.84;9.17;6.57;100.00;87.00;1025.80;1023.60;100.00;100.00;100.00;2.00;100.00;0.00;100.00;100.00;30.19;17.85;42.81;28.21;84.28;62.39;45.36;30.24
1985;02;02;00;00;7.29;96.00;1025.22;0.90;0.00;100.00;51.67;63.21;100.00;0.00;776.08;21.76;254.05;23.49;249.53;68.77;272.86;34.75;8.71;6.32;100.00;86.00;1026.30;1024.00;100.00;100.00;100.00;4.00;100.00;0.00;100.00;100.00;31.01;14.70;41.42;12.90;85.26;54.94;43.56;25.20
1985;02;03;00;00;6.29;94.54;1027.88;0.80;0.00;85.71;17.33;8.83;85.71;0.00;881.10;6.56;175.82;6.18;156.69;19.67;248.42;9.52;8.14;3.39;99.00;88.00;1029.50;1025.50;100.00;11.00;100.00;1.00;100.00;0.00;100.00;11.00;13.40;3.55;11.65;2.40;54.99;2.64;23.04;2.88
1985;02;04;00;00;4.00;87.42;1025.92;0.00;0.00;50.75;13.71;12.67;45.12;316.42;2532.94;7.39;80.88;4.71;75.59;12.52;102.46;11.07;7.68;2.34;100.00;65.00;1029.70;1022.10;100.00;4.00;36.00;0.00;46.00;0.00;100.00;0.00;11.18;3.86;7.98;2.02;17.41;5.29;17.64;5.76
1985;02;05;00;00;6.51;90.62;1018.57;0.00;0.00;30.46;35.42;27.96;7.58;424.72;2804.39;6.13;179.18;9.22;189.93;29.58;261.53;13.63;13.30;1.90;100.00;74.00;1021.60;1015.60;100.00;3.60;100.00;11.00;100.00;0.00;59.00;0.00;10.87;4.07;27.44;4.28;63.70;11.21;33.84;6.84
1985;02;06;00;00;9.11;94.88;1017.08;6.50;0.00;98.12;49.33;53.33;98.12;12.13;1506.77;13.96;253.51;20.38;261.92;42.61;276.88;21.79;11.26;7.71;100.00;80.00;1018.00;1015.90;100.00;75.00;100.00;0.00;100.00;0.00;100.00;75.00;20.57;7.92;35.33;3.35;63.55;21.53;28.44;12.24
1985;02;07;00;00;8.40;90.83;1016.19;0.00;0.00;90.21;30.04;32.71;75.38;134.68;1803.14;7.13;217.97;7.81;225.16;14.08;229.77;9.20;12.28;6.49;100.00;68.00;1017.90;1013.50;100.00;27.00;100.00;0.00;100.00;0.00;100.00;5.00;9.91;4.47;17.45;4.11;27.92;4.36;17.28;5.40
1985;02;08;00;00;6.76;95.67;1007.28;8.00;0.00;100.00;94.38;92.33;100.00;0.00;772.52;10.69;130.89;11.50;140.32;24.34;176.97;19.50;10.24;4.72;100.00;88.00;1012.90;1001.90;100.00;100.00;100.00;2.00;100.00;1.00;100.00;100.00;34.37;7.55;47.57;3.96;77.77;8.16;43.20;7.56
1985;02;09;00;00;8.54;96.21;1001.10;4.40;0.00;94.83;61.71;57.08;94.83;0.00;1108.05;16.35;233.56;24.32;240.68;46.46;254.72;30.01;11.34;6.43;100.00;85.00;1004.90;998.40;100.00;38.00;100.00;0.00;100.00;0.00;100.00;38.00;32.32;6.54;43.54;7.35;73.45;20.31;39.60;23.04
1985;02;10;00;00;3.60;90.96;999.11;1.20;0.00;100.00;45.58;76.42;100.00;0.00;817.02;12.68;108.44;12.78;154.71;22.65;176.35;15.79;7.78;-1.99;100.00;77.00;1003.40;997.00;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;18.96;3.92;32.30;1.67;65.97;1.11;32.40;5.76
1985;02;11;00;00;-4.10;78.58;1003.99;0.00;0.00;71.29;1.54;3.33;71.29;164.60;2800.83;19.05;70.22;9.37;110.96;15.55;68.35;23.02;-1.93;-7.41;89.00;61.00;1007.20;1002.90;100.00;3.00;23.00;0.00;39.00;0.00;100.00;3.00;31.40;14.34;20.54;1.12;28.95;1.94;38.16;12.24
1985;02;12;00;00;-6.25;83.00;1007.82;0.00;0.00;6.12;0.00;0.00;6.12;538.79;3249.39;12.78;78.22;12.35;82.26;20.85;84.26;17.94;-1.71;-8.68;90.00;77.00;1008.80;1005.90;19.00;0.00;0.00;0.00;0.00;0.00;19.00;0.00;16.09;7.23;18.69;5.77;34.02;6.70;25.56;6.84
1985;02;13;00;00;-1.20;85.25;1008.57;0.60;0.00;50.76;29.88;18.92;49.79;161.85;2942.34;5.88;163.52;6.32;175.15;14.07;233.63;10.68;6.00;-7.71;98.00;67.00;1010.30;1007.70;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;9.38;2.56;13.44;3.26;37.75;7.58;25.20;6.48
1985;02;14;00;00;3.50;96.33;1009.85;6.50;0.00;100.00;18.21;49.92;100.00;0.00;1617.13;5.23;190.78;6.56;190.32;23.77;265.97;12.30;6.13;2.24;100.00;90.00;1012.90;1008.00;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;9.09;1.33;11.39;1.28;41.23;6.14;23.40;1.44
1985;02;15;00;00;-1.23;87.75;1018.74;8.30;0.00;94.96;52.08;94.96;86.42;62.22;2233.90;17.50;56.87;12.96;54.50;20.23;61.92;24.22;3.67;-5.96;99.00;74.00;1026.30;1012.10;100.00;43.00;100.00;0.00;100.00;43.00;100.00;0.00;28.72;6.47;23.14;3.65;40.81;6.34;43.20;4.32
1985;02;16;00;00;-5.02;83.08;1027.22;0.00;0.00;42.25;16.79;42.12;24.83;616.04;3502.15;11.23;70.28;10.17;74.88;57.68;93.42;22.84;0.35;-14.55;94.00;72.00;1030.60;1022.20;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;13.79;8.74;17.79;6.98;67.64;25.70;30.24;11.88
1985;02;17;00;00;-0.96;89.12;1019.60;8.10;0.00;85.83;71.54;84.12;85.50;0.00;1942.87;14.65;71.65;12.18;69.64;29.69;87.38;21.66;2.00;-4.87;95.00;82.00;1022.70;1015.90;100.00;13.00;100.00;0.00;100.00;0.00;100.00;9.00;32.11;8.46;40.93;3.36;78.94;5.91;45.36;11.16
1985;02;18;00;00;-7.20;82.71;1026.85;0.00;0.00;48.33;0.00;0.00;48.33;434.69;3284.99;24.86;68.30;21.23;70.50;60.84;78.38;38.64;-4.16;-11.24;92.00;77.00;1031.00;1022.10;100.00;3.00;0.00;0.00;0.00;0.00;100.00;3.00;39.53;16.47;40.53;16.03;76.07;40.52;50.40;29.88
1985;02;19;00;00;-8.99;78.54;1032.15;0.00;0.00;3.83;0.00;0.00;3.83;672.73;3616.07;18.47;66.46;19.01;66.94;63.84;80.40;35.00;-2.44;-14.01;87.00;70.00;1035.70;1030.50;16.00;0.00;0.00;0.00;0.00;0.00;16.00;0.00;34.72;9.61;34.82;5.70;76.75;42.17;50.40;13.32
1985;02;20;00;00;-7.77;80.96;1035.72;0.00;0.00;25.38;4.50;14.67;12.83;461.21;3524.40;7.60;67.84;6.72;69.66;35.34;80.35;12.30;-1.33;-13.43;100.00;73.00;1037.60;1033.30;100.00;6.00;37.00;0.00;100.00;0.00;27.00;0.00;10.62;3.66;9.30;2.15;58.20;11.33;21.96;5.40
1985;02;21;00;00;-3.82;88.79;1032.66;0.00;0.00;71.67;6.67;21.50;52.38;100.08;3450.53;3.46;98.91;4.27;105.45;8.45;46.08;6.70;0.56;-7.19;99.00;71.00;1036.00;1029.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.04;1.54;6.75;1.80;12.04;5.27;8.28;5.40
1985;02;22;00;00;-2.03;91.04;1032.97;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2961.92;5.25;62.78;4.05;56.05;15.18;59.10;12.54;1.33;-5.65;96.00;81.00;1034.90;1032.10;100.00;100.00;0.00;0.00;0.00;0.00;100.00;100.00;7.93;2.59;7.99;1.18;25.48;10.12;17.28;6.84
1985;02;23;00;00;-0.46;89.83;1035.26;0.00;0.00;83.60;9.29;25.58;75.00;212.72;3538.64;3.67;148.19;3.99;156.88;6.71;153.20;6.64;1.98;-3.60;97.00;75.00;1036.50;1033.60;100.00;6.90;26.00;0.00;100.00;0.00;100.00;0.00;5.43;2.66;8.60;0.46;12.26;1.55;9.36;2.88
1985;02;24;00;00;3.36;86.67;1034.16;0.00;0.00;23.07;8.08;6.12;21.21;638.32;3771.82;4.26;140.64;5.34;140.87;13.72;177.78;7.26;8.00;0.15;95.00;65.00;1035.30;1031.90;100.00;0.00;25.00;0.00;45.00;0.00;100.00;0.00;7.26;1.70;8.78;3.15;34.48;5.98;10.80;2.88
1985;02;25;00;00;4.42;90.12;1028.85;0.00;0.00;25.35;34.88;9.54;18.00;567.88;3829.67;5.92;125.66;6.63;128.96;33.71;172.97;9.35;11.32;-0.69;100.00;73.00;1031.90;1026.00;100.00;6.90;100.00;20.00;100.00;0.00;48.00;0.00;7.59;4.33;8.27;5.23;46.14;10.47;12.24;7.56
1985;02;26;00;00;9.35;82.42;1026.67;0.00;0.00;99.04;86.33;99.04;17.46;7.02;3496.81;4.10;215.27;5.40;223.30;18.26;273.84;6.66;16.74;3.89;99.00;55.00;1029.20;1024.40;100.00;84.00;100.00;15.00;100.00;84.00;47.00;0.00;6.43;1.13;9.96;1.71;39.36;5.38;12.24;1.44
1985;02;27;00;00;10.45;84.00;1025.75;0.00;0.00;99.96;83.67;99.83;80.00;0.00;2972.60;2.98;229.98;3.29;231.13;6.41;257.84;3.81;15.37;6.10;100.00;60.00;1027.60;1023.90;100.00;99.00;100.00;11.00;100.00;96.00;100.00;0.00;5.50;0.86;6.09;1.09;10.42;0.78;7.20;1.44
1985;02;28;00;00;10.44;84.50;1024.10;0.20;0.00;90.12;10.79;56.12;90.12;115.44;2263.27;3.61;191.19;4.11;187.08;6.36;262.73;5.98;14.92;7.67;100.00;62.00;1025.80;1022.60;100.00;10.00;45.00;0.00;100.00;0.00;100.00;10.00;8.61;0.81;8.19;0.87;10.46;1.70;9.36;2.16
1985;03;01;00;00;8.51;83.12;1020.88;1.90;0.00;60.40;27.25;31.17;45.50;319.40;3992.54;6.23;187.57;7.55;189.55;14.58;246.66;11.70;14.68;2.40;100.00;56.00;1023.80;1017.00;100.00;2.00;100.00;0.00;100.00;0.00;100.00;0.00;15.42;2.66;17.27;4.20;47.42;5.01;25.56;5.04
1985;03;02;00;00;6.98;89.21;1016.81;0.40;0.00;88.58;85.00;85.58;86.75;0.00;1524.57;8.56;234.96;10.23;239.33;23.94;263.15;15.33;9.52;2.94;100.00;70.00;1019.40;1014.60;100.00;24.00;100.00;0.00;100.00;0.00;100.00;3.00;12.50;6.13;16.22;7.09;41.40;10.86;21.24;11.88
1985;03;03;00;00;5.70;85.54;1015.00;0.30;0.00;88.62;30.83;59.25;88.08;97.02;2781.25;9.38;168.61;10.54;163.60;22.33;226.47;18.70;10.15;0.78;99.00;62.00;1017.90;1011.50;100.00;30.00;100.00;0.00;100.00;0.00;100.00;24.00;13.82;6.00;12.63;7.92;33.49;12.87;28.08;9.36
1985;03;04;00;00;7.39;91.46;1013.35;4.00;0.00;100.00;75.42;100.00;100.00;0.00;1407.09;5.39;171.46;6.69;172.26;13.85;220.88;10.80;10.04;5.45;100.00;79.00;1017.30;1011.30;100.00;100.00;100.00;24.00;100.00;100.00;100.00;100.00;7.03;2.47;8.98;2.46;26.89;4.67;19.08;6.48
1985;03;05;00;00;6.73;95.21;1019.45;7.60;0.00;100.00;73.88;88.83;100.00;0.00;1267.36;6.31;146.19;8.42;57.16;14.04;95.84;10.02;8.93;5.24;100.00;87.00;1026.20;1017.60;100.00;100.00;100.00;21.00;100.00;6.00;100.00;100.00;10.95;1.14;13.59;0.71;20.94;6.42;18.00;1.08
1985;03;06;00;00;6.95;94.17;1028.10;2.90;0.00;100.00;55.04;78.92;100.00;0.00;1366.15;6.70;149.78;9.74;66.19;12.71;101.80;9.54;9.51;5.48;100.00;86.00;1030.40;1026.20;100.00;100.00;100.00;24.00;100.00;14.00;100.00;100.00;8.24;4.48;12.55;5.16;18.33;8.27;12.24;2.88
1985;03;07;00;00;6.33;92.92;1028.71;0.00;0.00;100.00;51.79;97.08;100.00;0.00;1550.38;6.52;238.01;7.59;255.41;10.85;147.25;7.35;7.96;4.77;100.00;81.00;1030.50;1027.00;100.00;100.00;100.00;2.00;100.00;46.00;100.00;100.00;8.90;4.77;14.56;5.17;32.87;5.69;14.04;3.24
1985;03;08;00;00;7.66;86.62;1029.40;0.00;0.00;87.00;16.00;1.62;87.00;80.27;3037.57;11.89;45.68;13.71;52.27;22.00;66.70;19.97;11.58;4.93;100.00;64.00;1031.80;1027.60;100.00;19.00;38.00;0.00;20.00;0.00;100.00;19.00;18.26;8.72;21.13;8.42;35.57;14.70;23.40;15.12
1985;03;09;00;00;5.52;86.12;1032.52;0.00;0.00;85.38;38.29;24.42;85.38;181.24;2414.57;12.39;50.27;12.81;57.24;21.19;55.41;20.40;9.28;2.28;96.00;66.00;1033.40;1030.80;100.00;10.00;100.00;0.00;100.00;0.00;100.00;10.00;26.79;5.10;28.43;4.61;33.79;11.78;33.84;10.44
1985;03;10;00;00;5.23;83.12;1032.21;0.00;0.00;68.90;5.58;18.54;59.92;358.29;4230.17;7.85;45.79;8.80;47.14;17.35;51.10;17.00;9.97;0.47;100.00;57.00;1034.30;1029.50;100.00;0.00;37.00;0.00;100.00;0.00;100.00;0.00;11.15;4.32;22.42;4.98;30.65;7.28;27.72;7.92
1985;03;11;00;00;4.67;86.38;1027.94;1.40;0.00;98.71;10.92;56.42;98.71;0.00;2099.51;8.77;92.32;13.36;35.40;16.76;111.02;14.22;6.87;2.27;96.00;72.00;1029.80;1026.90;100.00;69.00;53.00;0.00;100.00;0.00;100.00;69.00;21.10;3.69;33.27;7.96;46.33;8.13;34.92;7.20
1985;03;12;00;00;3.41;82.58;1027.27;0.00;0.00;74.38;3.92;16.46;74.33;72.65;2619.27;18.42;58.80;20.58;72.09;39.03;67.17;29.37;7.27;-0.95;95.00;63.00;1030.40;1024.70;100.00;1.00;29.00;0.00;100.00;0.00;100.00;0.00;29.69;1.78;32.85;1.28;59.68;2.68;40.32;2.52
1985;03;13;00;00;5.41;82.33;1023.53;0.00;0.00;64.40;5.96;0.33;64.21;308.94;3166.62;6.63;274.14;7.33;269.26;11.41;284.49;7.42;9.64;1.40;100.00;62.00;1026.20;1019.90;100.00;1.80;27.00;0.00;3.00;0.00;100.00;0.00;14.06;0.86;15.73;2.06;19.91;2.44;14.04;0.36
1985;03;14;00;00;5.02;87.08;1015.35;1.00;0.00;100.00;13.92;29.08;100.00;0.00;1818.27;13.96;249.71;14.94;247.72;24.72;262.77;19.74;7.53;3.17;95.00;73.00;1019.80;1011.10;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;34.10;7.47;41.57;6.83;51.20;14.49;41.76;9.36
1985;03;15;00;00;3.74;79.38;1012.75;3.10;0.00;53.88;2.42;26.54;48.17;580.92;4261.32;16.17;257.68;18.25;262.19;29.10;274.79;20.35;6.76;2.20;97.00;54.00;1014.70;1009.60;100.00;10.00;27.00;0.00;100.00;0.00;100.00;3.00;31.25;8.01;33.48;9.14;38.70;20.98;33.48;11.88
1985;03;16;00;00;2.70;86.21;1004.46;3.20;0.00;86.25;32.88;79.08;69.54;0.00;1866.33;21.42;219.47;25.70;223.50;39.52;240.05;34.48;5.18;-1.78;100.00;70.00;1009.60;1001.90;100.00;15.00;100.00;0.00;100.00;8.00;100.00;2.00;43.72;7.97;55.11;9.41;73.38;22.84;51.48;20.52
